,koi_period,koi_duration,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,label
5306,0.514769378,1.079,0.6,2114,5737,4.544,0.872,1
5308,0.933725408,4.445,0.68,2795,6661,4.029,1.882,1
5310,0.734577827,1.266,0.95,2062,5602,4.325,1.051,1
5313,1.71659304,1.154,1.17,1607,6192,4.467,0.987,1
5315,0.75499838,2.425,1.49,1948,5743,4.466,0.946,1
5316,1.428596987,2.1401,1.62,2637,6745,3.901,2.144,1
5320,1.3325981,2.89,0.9,1664,6063,4.51,0.918,1
5322,1.19554594,3.821,0.74,2151,6088,4.15,1.463,1
5325,0.967073267,2.9956,27.65,1867,5755,4.402,1.022,1
5327,0.988493125,1.251,1.65,1781,5749,4.49,0.991,1
5329,1.23522156,5.86,1.17,1712,5999,4.494,0.959,1
5330,1.08523574,3.843,1.08,1636,5713,4.551,0.856,1
5332,1.42856815,2.132,0.64,1547,5979,4.557,0.822,1
5336,1.08195577,4.666,0.51,1524,5233,4.489,0.824,1
5337,0.512579755,1.51,1.07,2359,6077,4.471,0.999,1
5343,1.473330831,1.35,1.06,1575,5751,4.431,0.921,1
5349,1.44438695,2.855,1.19,2015,6675,4.341,1.293,1
5355,0.5668013,2.813,0.46,2481,6463,4.436,1.045,1
5357,0.586756775,1.73,71.21,2153,5942,4.506,0.938,1
5361,1.215181097,1.295,0.87,2230,6717,4.268,1.365,1
5365,0.91840751,3.901,1.01,1525,5284,4.608,0.741,1
5366,0.580724385,2.105,0.83,1948,5475,4.523,0.846,1
5380,0.729721737,2.889,0.48,2153,6084,4.426,1.03,1
5383,0.933156006,2.974,16.23,2199,6505,4.381,1.163,1
5401,0.772153368,1.613,9.33,2965,5951,3.787,2.08,1
5402,1.08469873,4.071,1.27,1756,5942,4.506,0.938,1
5405,0.743496553,1.642,0.82,1632,5343,4.622,0.695,1
5407,2.48267863,2.055,0.75,1620,6356,4.292,1.225,1
5409,1.112066614,1.526,0.87,1793,6095,4.495,0.925,1
5417,0.605556488,1.223,1.02,2123,6127,4.559,0.845,1
5420,0.969810146,0.719,0.49,1840,5780,4.438,1,1
5424,0.77957338,5.693,1.28,1820,5693,4.551,0.856,1
5425,1.33255773,3.703,41.86,4665,4894,2.445,13.777,1
5427,0.630539708,1.7554,28.36,1938,5458,4.482,0.894,1
5428,1.250987767,0.9749,1.02,1687,6150,4.498,0.781,1
5432,0.821472455,2.433,0.92,1559,4889,4.503,0.836,1
5433,1.29019376,3.696,0.93,1528,5679,4.555,0.841,1
5434,1.141145902,1.542,0.94,1877,6191,4.44,1.03,1
5436,1.02104719,6.39,13.68,2129,6444,4.376,1.2,1
5439,3.74100638,6.039,1.74,1732,5110,3.611,3.231,1
5440,0.608185086,0.7646,48.68,2302,5981,4.372,1.043,1
5445,0.85609532,0.584,0.99,1603,5285,4.566,0.775,1
5446,0.814278497,1.988,0.8,1763,5537,4.539,0.886,1
5451,1.23512642,4.14,0.4,1654,5746,4.468,0.954,1
5452,1.89872895,1.315,0.99,1525,5942,4.439,1.05,1
5455,1.45730286,3.69,0.9,1732,6225,4.45,1.031,1
5461,0.96284096,2.583,0.83,1645,5561,4.557,0.836,1
5464,0.566795449,2.861,0.68,2270,5864,4.411,1.04,1
5467,1.12402161,2.975,0.68,1718,5941,4.519,0.911,1
5470,0.566805787,3.28,0.71,2548,6435,4.386,1.128,1
5475,0.706416004,0.984,1.08,2842,6514,4.09,1.585,1
5477,1.97513859,3.347,1,1503,5571,4.31,1.145,1
5480,1.018348545,4.471,1.16,2356,6161,4.129,1.616,1
5488,1.23144658,3.713,0.48,1918,6015,4.285,1.15,1
5495,0.876848974,1.498,0.83,1981,6168,4.488,0.96,1
5500,3.0032416,2.124,3.49,1826,6606,4.071,1.768,1
5506,0.79060666,3.385,21.96,1507,5038,4.601,0.667,1
5508,0.681137877,2.72954,46.44,2028,5872,4.474,0.864,1
5509,1.84370247,20.714,22.87,1627,6032,4.358,1.114,1
5511,1.523274489,4.873,66.56,4284,4695,2.457,14.205,1
5517,1.89124801,6.909,37.65,4478,4449,2.031,14.894,1
5518,2.858881834,2.3282,10286.9,3637,4893,2.501,16.274,1
5524,2.311635216,2.413,41.5,4074,4883,2.439,18.427,1
5526,2.945413768,2.7081,57.62,3917,4584,2.185,19.255,1
5528,0.523494855,0.8068,0.91,2529,6124,4.35,1.139,1
5530,2.976011944,6.52442,105.2,1698,6582,4.168,1.426,1
5531,1.606003041,4.90498,68.83,1675,6420,4.492,0.941,1
5536,1.540390876,1.8254,34.29,4379,4964,2.562,15.155,1
5537,1.540391816,1.9896,2.84,1501,5466,4.396,0.946,1
5538,0.8880456,2.214,1.09,2163,6313,4.373,1.122,1
5540,0.523630206,3.4743,53.58,1937,5407,4.535,0.745,1
5541,0.523629857,2.186,0.97,5315,8277,3.693,3.518,1
5547,1.389947636,1.6901,16.36,1660,5992,4.463,0.947,1
5549,0.534108971,0.8777,2.5,5510,10747,4.1,2.432,1
5552,1.01835891,7.6737,105.03,2301,6160,4.144,1.463,1
5556,1.714415022,5.14142,131.63,2049,6351,4.12,1.626,1
5557,0.766298116,1.781,16.31,2161,6267,4.431,0.996,1
5559,4.750256849,2.0234,15.59,1994,5058,3.204,5.048,1
5561,1.87887726,6.4174,115.79,2529,7730,4.088,1.969,1
5562,0.938858024,4.05873,1401.45,7200,4297,1.663,33.474,1
5563,0.939740093,3.682,34.87,7200,4297,1.663,33.474,1
5567,1.928419307,4.0044,93.59,1878,6614,4.259,1.322,1
5571,1.23707854,5.754,22.92,2180,6555,4.24,1.33,1
5573,1.174684111,2.6122,4.16,1899,5974,4.332,1.143,1
5580,0.915784938,2.3237,63.03,2375,6319,4.212,1.423,1
5581,0.668831738,1.1595,115.78,14225,3299,0.146,149.058,1
5586,3.350247222,4.4405,588.18,2243,6915,3.756,2.768,1
5589,0.94459815,4.083,353.84,4159,4909,2.837,8.449,1
5591,0.7820462,3.927,27.43,5791,4486,2.114,13.701,1
5592,0.502807253,1.01493,26.81,1825,5109,4.564,0.715,1
5593,2.845738159,10.8222,396.67,3328,4854,2.585,12.055,1
5598,1.04951083,3.56,0.87,2809,7479,4.162,1.667,1
5599,2.362348616,3.566,195.36,2103,5088,3.502,3.293,1
5600,1.049407202,2.939,22.43,4719,4779,2.426,10.123,1
5609,1.573013787,13.836,43.22,2408,6623,3.948,1.888,1
5611,1.534680255,1.7215,31.85,4592,4961,2.441,15.15,1
5614,0.564933826,2.324,5.2,2207,5808,4.402,0.898,1
5621,1.80454753,2.247,0.67,1576,6006,4.41,1.019,1
5623,1.559361189,3.01,0.71,1699,6450,4.493,0.938,1
5625,0.907817865,2.207,0.57,2006,6208,4.462,1.009,1
5632,0.650701007,0.922,302.92,6291,10921,3.811,3.701,1
5635,3.98914472,1.927,28.29,3294,4998,2.524,16.187,1
5637,1.710298746,3.90953,78.06,1938,6195,4.122,1.353,1
5638,1.395088734,13.46,4712.55,4595,5155,2.619,15.15,1
5641,1.195515508,6.1203,160.98,2641,6047,3.789,2.264,1
5646,1.106559724,1.752,1.17,1989,6237,4.387,1.165,1
5656,1.752563424,6.09269,124.27,2017,5853,3.971,1.795,1
5658,1.541526152,4.8681,117.57,2687,7631,4.059,1.937,1
5661,0.812592543,1.5565,19.59,2848,7138,4.197,1.554,1
5662,0.566807976,4.073,1.05,2782,6418,4.246,1.41,1
5666,1.80774253,2.637,5.29,1822,5164,3.88,1.779,1
5667,2.456494241,2.83,25.12,3774,4949,2.486,13.477,1
5670,0.660627744,4.782,46.01,2363,6302,4.388,1.098,1
5672,2.41172336,2.6377,66.46,1705,6363,4.22,1.332,1
5682,0.533000923,1.4119,7.94,2425,5934,4.331,1.064,1
5686,0.864657096,3.5,0.8,1716,5576,4.556,0.852,1
5691,0.762724017,1.9964,44.87,1860,5313,4.39,0.976,1
5695,1.20609184,2.3098,65.7,1941,5657,4.186,1.355,1
5697,0.779585877,4.21,0.84,1852,5757,4.544,0.872,1
5702,0.718643662,2.57331,55.27,2004,5853,4.483,0.934,1
5706,4.15471847,1.3542,8.21,1672,7025,4.15,1.65,1
5712,1.018862018,6.5356,94.69,2504,6225,4.009,1.672,1
5720,1.061935843,3.316,17.25,1697,5853,4.544,0.868,1
5722,2.74259816,9.6375,207.03,1934,7051,4.144,1.662,1
5726,3.479507187,3.8913,596.25,3521,4724,2.323,16.215,1
5727,0.9886513,1.972,3.19,3183,6456,3.725,2.773,1
5730,1.667481978,1.5711,25.86,3801,4992,2.751,11.322,1
5732,1.5064973,2.592,0.76,1807,6201,4.336,1.126,1
5737,1.827660901,3.94347,36,1688,6329,4.39,1.093,1
5743,1.811461897,8.4604,381.07,3438,8572,3.776,3.034,1
5744,2.174990487,8.4032,208.7,2009,6792,4.143,1.636,1
5751,2.79123123,2.75,2.06,1771,6407,4.111,1.668,1
5756,0.53655406,6.176,11.65,2401,6164,4.446,1.045,1
5758,0.512581563,2.57122,42.9,1543,4612,4.648,0.604,1
5759,3.34454697,14.363,1.01,1559,5966,4.069,1.551,1
5765,3.556513986,11.318,193.24,2352,8105,3.937,2.433,1
5769,2.506027,21.34,50.95,1547,5780,4.178,1.296,1
5770,2.249001445,9.1242,58,2127,6025,3.8,2.293,1
5778,1.332596891,3.968,1.03,1702,6091,4.487,0.967,1
5781,1.16683439,2.13867,552.37,3456,8982,4.111,2.123,1
5784,1.340642252,5.24265,102.68,2006,6332,4.26,1.222,1
5789,1.391714994,1.262,35.67,8352,3749,0.833,59.684,1
5791,2.645596445,2.871,36.91,2490,5282,3.264,5.243,1
5798,1.213747448,5.76869,105.53,2529,6782,4.076,1.751,1
5804,2.037453464,5.43534,138.63,2221,6456,3.906,2.056,1
5806,0.93372768,3.956,0.75,1804,5849,4.517,0.919,1
5807,1.427977594,14.398,15.82,1638,6099,4.511,0.919,1
5811,1.23135049,3.641,0.82,1649,5791,4.505,0.958,1
5812,0.745090995,7.56,14.17,1656,5324,4.603,0.751,1
5815,2.747042821,2.5924,983.94,2918,8237,3.753,3.134,1
5818,3.21315744,28.1,177.12,1691,6722,4.181,1.477,1
5826,0.699985994,3.01096,47.76,1654,5267,4.614,0.725,1
5834,1.08070208,7.458,137.97,3347,7796,3.937,2.34,1
5837,0.687739345,0.1866,1.53,2837,6823,4.212,1.493,1
5847,1.036592181,2.3201,168.58,3614,5122,3.063,5.679,1
5854,2.709570556,5.57018,217.65,2428,5030,3.18,5.208,1
5855,0.855294936,2.90006,48.67,2136,5846,4.27,1.207,1
5856,1.838514472,3.3003,57.95,1573,5799,4.326,1.055,1
5860,1.946198663,4.03867,53.62,1852,6224,4.165,1.433,1
5900,2.638432843,2.42166,33.45,1605,6493,4.299,1.178,1
5906,1.570918734,3.2235,58.63,1799,6192,4.326,1.162,1
5912,1.071911205,4.16336,42.51,1810,5885,4.413,0.933,1
5923,3.60740275,13.1481,243.87,1847,7030,4.057,1.812,1
5924,2.56576073,21.43,35,3643,11086,3.98,2.936,1
5955,2.305904182,3.39771,41.63,3148,9696,4.033,2.492,1
5956,1.814127693,3.2031,597.53,4117,5048,2.607,14.566,1
5969,2.283467238,7.7271,236.7,2058,6734,4.057,1.804,1
5970,0.692807208,1.40344,64.01,2055,5780,4.438,1,1
5972,1.129848386,2.0627,78.26,3298,5004,3.157,5.604,1
5974,0.730961373,2.492,0.89,2494,6362,4.248,1.279,1
5979,2.873661405,2.04037,137.49,1829,5692,3.829,2.287,1
5983,2.243015793,4.3308,91.85,1812,6181,4.084,1.444,1
5988,3.45424162,4.6884,47.01,1617,6550,4.178,1.509,1
5989,1.237147433,7.09102,75.5,1793,6131,4.457,1.024,1
5990,1.286206575,1.172,1.3,1647,5650,4.391,0.926,1
5993,2.151384228,3.33731,66.57,1726,6184,4.19,1.257,1
5999,2.404387089,7.33428,80.98,1670,6466,4.278,1.21,1
6001,3.86963822,2.055,2.56,1993,7901,4.131,1.939,1
6002,4.206063883,10.0049,281.66,2547,8212,3.736,3.185,1
6003,0.905678069,2.1961,258,3992,5037,3.002,7.553,1
6010,4.592401123,4.95371,52.7,1681,7209,4.137,1.727,1
6014,1.519172042,5.4624,130.36,2515,7426,4.116,1.698,1
6028,0.779600891,3.948,1.04,2095,5899,4.37,1.07,1
6030,0.70914232,1.936,7.27,1685,5350,4.578,0.693,1
6032,0.978365286,1.346,1,2656,7179,4.221,1.527,1
6044,0.82902052,4.8972,90.37,2487,6643,4.273,1.325,1
6045,1.108097491,3.4227,121.68,2209,5299,3.865,1.769,1
6048,1.68041004,5.5719,100.19,2165,6817,4.165,1.576,1
6050,1.123261102,4.2981,154.25,3214,7945,4.023,2.17,1
6051,0.876831823,2.713,1.58,1899,5808,4.434,0.951,1
6052,0.953734411,1.7765,32.13,2701,7346,4.251,1.494,1
6053,2.07387057,6.7032,283.36,3149,7803,3.688,3.373,1
6056,2.151211488,2.1921,17.7,3564,4955,2.661,10.899,1
6059,1.457270345,6.4639,100.64,2131,6643,4.224,1.439,1
6064,0.933756307,4.539,1.63,3136,7286,3.998,2.056,1
6069,4.4625792,14.4378,54.24,1796,4847,3.277,3.619,1
6075,2.377955124,2.42638,99.65,2965,9565,4.088,2.286,1
6076,2.053866648,4.8007,169.85,2526,5051,3.22,4.089,1
6078,1.27623492,2.191,1.6,1832,6297,4.448,1.031,1
6081,4.61876778,6.01243,32.32,1565,6195,3.937,1.781,1
6087,1.853209008,1.78189,130.35,2099,6384,4.026,1.716,1
6094,2.32603513,9.61,7.18,2059,7061,4.146,1.735,1
6095,0.764598174,1.074,0.32,2041,6174,4.456,0.814,1
6099,2.4357503,17.75,17.56,2102,7239,4.129,1.781,1
6100,0.673141323,0.921,1.29,1834,5461,4.552,0.858,1
6102,1.404691943,6.2861,185.26,2162,5896,3.963,1.638,1
6104,1.109841884,8.174,61.66,1910,5947,4.336,1.087,1
6115,0.648868304,2.82757,78.34,2885,6531,4.12,1.524,1
6122,0.958116757,2.45623,54.96,2273,6032,4.147,1.365,1
6124,1.891268393,8.2929,396.64,5045,11287,3.642,4.662,1
6128,1.429439359,2.418,49.93,2096,6490,4.205,1.389,1
6130,2.821328629,5.025,39.25,1747,6765,4.224,1.471,1
6136,1.97362159,6.584,2.86,1654,5870,4.235,1.248,1
6137,0.947553302,1.122,0.68,1696,5627,4.516,0.817,1
6146,2.163569709,7.6174,86.17,1997,6425,4.04,1.718,1
6147,0.730941792,1.885,0.62,2189,6028,4.371,1.078,1
6159,2.115511035,7.4284,188.3,2702,7563,3.883,2.638,1
6160,1.015006003,7.57,2.38,1979,5910,4.318,1.124,1
6162,2.97606111,5.607,4.89,2616,5321,3.158,6.669,1
6166,0.555973115,1.2342,1.79,3053,5445,3.776,2.117,1
6168,3.495457399,6.777,5002.07,2580,8130,3.791,2.863,1
6171,1.8913126,5.943,1.06,1715,6432,4.381,1.147,1
6172,2.881100586,9.7178,288.56,2946,8104,3.675,3.369,1
6173,0.806244727,5.409,2.5,2043,6122,4.471,0.996,1
6174,0.513486527,2.793,0.85,2069,5495,4.495,0.882,1
6175,0.892061771,2.3027,46.55,1724,5561,4.512,0.855,1
6176,3.471399167,5.07136,91.78,1557,6026,4.101,1.689,1
6182,0.823015402,3.5547,19.03,1595,5088,4.532,0.813,1
6183,1.35340473,12.632,345.44,4239,4867,2.637,12.866,1
6184,2.9590637,28.81,0.65,1564,6192,4.195,1.322,1
6187,1.831833524,7.505,694.24,2078,5269,3.667,2.183,1
6188,0.738527471,1.2216,40.81,3057,5759,3.732,2.447,1
6189,0.896271031,2.223,46.58,1732,5551,4.493,0.861,1
6192,0.62240698,1.186,1.63,2663,6661,4.341,1.29,1
6198,2.666961332,2.3584,46.65,1523,6602,4.426,1.061,1
6200,1.528723,6.56,1.51,2550,6438,3.829,2.266,1
6202,1.540395925,2.7898,50.04,1575,5780,4.438,1,1
6203,1.540395458,2.8895,116.12,2850,7394,3.897,2.283,1
6204,2.34413464,0.1827,4,1798,5313,3.835,2.095,1
6205,0.9184939,2.44,0.97,2207,6444,4.376,1.2,1
6206,1.341078732,3.84266,40.98,1953,6338,4.321,1.196,1
6213,0.634131057,2.851,0.58,2488,6428,4.345,1.109,1
6220,0.504296702,1.4145,50.41,2694,6140,4.243,1.187,1
6225,2.756535731,1.5931,1495.41,1580,5496,4.02,1.669,1
6233,3.684337796,3.2,209.93,2471,9589,4.152,2.095,1
6240,1.96102766,17.83,9,1900,6613,4.241,1.404,1
6241,1.1611022,4.77,1.45,2163,6661,4.341,1.29,1
6244,1.731805,2.864,1.09,1636,5749,4.296,1.165,1
6246,1.19561654,5.3468,15.42,1987,5583,4.115,1.413,1
6247,0.55053961,1.274,3.27,4978,8092,3.725,3.267,1
6249,2.5346749,21.486,30.76,1606,6395,4.292,1.174,1
6251,0.872361431,3.7831,60.72,2112,6240,4.391,1.048,1
6254,0.629277143,0.7377,3.39,2103,5628,4.388,0.976,1
6255,1.22578063,2.2256,87.37,1700,5780,4.438,1,1
6256,0.751408777,2.2924,46.91,1924,5697,4.46,0.903,1
6257,0.866344198,2.0317,10.65,3711,4943,3.05,5.62,1
6258,2.24294196,2.588,0.75,1653,6082,4.195,1.184,1
6259,0.572079565,2.2628,61.47,1713,5233,4.625,0.639,1
6260,0.82227,4.89,2.84,1922,5709,4.409,0.938,1
6266,1.306220154,5.1497,83.43,2095,6600,4.238,1.124,1
6269,2.234160129,20.67,40.04,1738,6616,4.329,1.298,1
6272,1.124033872,5.6092,99.73,2557,7141,4.202,1.581,1
6273,2.796660798,3.3284,47.97,1661,6331,4.146,1.326,1
6277,0.96129257,4.59097,92.36,2346,6300,4.188,1.404,1
6280,1.246585699,4.61195,61.17,1768,6266,4.487,0.892,1
6281,0.89889187,2.378,0.83,1891,5823,4.445,0.981,1
6285,1.121004547,9.59,17.58,2462,6705,4.145,1.608,1
6287,1.874967306,10.19,3750.17,3443,4771,2.61,7.549,1
6289,0.602277579,2.38,0.78,2699,6510,4.256,1.228,1
6296,0.957823989,3.7162,91.17,2357,6018,4.122,1.64,1
6299,2.470284342,7.933,98.19,1969,7012,4.173,1.662,1
6300,1.2351627,4.773,0.93,1828,6210,4.45,1.033,1
6301,1.23514326,4.795,0.8,1741,5930,4.436,0.997,1
6302,0.89033356,2.75,22,5711,4981,2.437,18.374,1
6307,1.000018535,1.257,2.58,3229,5295,3.352,4.319,1
6313,0.796814727,1.33,2.23,2956,5039,3.465,2.813,1
6321,1.06100327,1.675,0.94,1793,5966,4.493,0.961,1
6322,0.922030438,4.4892,54.32,2210,6505,4.381,1.163,1
6326,3.632934702,30.08,39.55,2602,9981,4.149,2.165,1
6327,1.161947476,4.46738,72.87,2229,6208,4.156,1.551,1
6328,0.607191899,1.31389,21.3,1757,5370,4.598,0.671,1
6329,1.17430183,9.587,2.22,3020,7537,4.007,2.145,1
6333,1.0567627,9.24,1.03,1634,5584,4.532,0.885,1
6334,0.787122355,3.2285,25.79,1655,5210,4.528,0.799,1
6335,2.15045295,4.453,24.27,4340,4899,2.356,18.92,1
6336,0.561524348,3.336,0.43,2050,5919,4.55,0.715,1
6337,1.78753633,7.306,0.96,1733,6299,4.333,1.113,1
6338,1.77555333,14.41,1.26,1786,6594,4.39,1.138,1
6341,1.37347867,12.62,4.25,2505,6877,4.028,1.753,1
6342,1.00962683,5.126,1.37,2884,6028,3.724,2.412,1
6343,1.060994733,2.6263,65.79,1967,5433,4.154,1.348,1
6349,1.67473779,4.64,806.15,2895,7384,3.845,2.646,1
6350,1.039370601,1.0407,5.19,2390,6443,4.146,1.457,1
6351,2.31170112,9.966,1.77,3178,9451,3.97,2.679,1
6356,1.25625738,9.726,1.32,3507,7450,3.68,3.063,1
6360,0.99519559,2.293,0.29,1624,5506,4.512,0.782,1
6362,0.73240662,4.33,3.65,3191,7392,4.135,1.772,1
6363,2.954598,24.79,89.95,2148,6955,3.885,2.161,1
6364,0.56200221,3.8,0.56,2983,6609,4.17,1.455,1
6370,0.530799654,3.487,2.92,3102,6534,4.128,1.622,1
6371,0.568187689,1.063,11.43,2943,6751,4.233,1.397,1
6372,1.0094779,5.53,2.08,1817,5780,4.438,1,1
6375,0.813998777,0.549,1.47,1931,5705,4.424,0.989,1
6377,0.720605568,5.03,10.81,3931,8497,4.07,2.211,1
6378,0.950488941,2.9592,1.4,4229,8107,3.698,3.385,1
6382,0.541396363,2.384,2.04,3204,7118,4.212,1.489,1
6383,0.55050827,1.1771,5.35,3961,4895,3.166,4.61,1
6384,2.404292938,4.471,719.61,4177,4697,2.204,17.032,1
6385,0.938074461,1.2801,39.3,5713,4697,2.204,17.032,1
6387,0.756511594,2.8236,71.01,2549,6343,4.198,1.419,1
6392,0.95887107,2.74318,46.09,1742,5530,4.425,0.892,1
6393,0.5402463,13.93,6.2,3249,7296,4.249,1.498,1
6394,1.28799777,3.343,0.96,2077,5382,3.917,1.684,1
6395,1.516370133,1.298,1.14,1687,6140,4.455,1.048,1
6397,1.949700558,4.3517,55.97,1717,6444,4.376,1.2,1
6399,3.45707861,4.927,83.7,1603,6526,4.182,1.482,1
6400,3.735996383,17.385,582.26,2063,5467,3.432,4.055,1
6403,0.6397213,2.70098,47.07,1507,4794,4.633,0.625,1
6405,2.025580507,4.3374,42.9,2102,6348,3.996,1.99,1
6408,4.931366878,14.6263,140.16,1754,6562,3.835,2.263,1
6418,0.61810542,6.666,39.52,1994,5371,4.403,0.949,1
6419,1.069952289,1.242,0.94,1993,5869,4.274,1.221,1
6421,0.61808448,3.94,0.89,1854,5339,4.503,0.793,1
6422,0.759764397,5.7603,69.16,2004,5930,4.462,0.933,1
6433,1.795272893,7.3279,55.88,1641,6363,4.456,1.012,1
6434,0.755109271,2.619,0.47,1961,5606,4.39,0.962,1
6436,1.51945773,2.983,0.41,1793,6284,4.375,1.096,1
6437,0.759752794,2.572,0.88,2116,6077,4.444,1.072,1
6439,1.025478412,1.743,0.96,2768,7209,4.137,1.727,1
6440,1.025465916,3.7077,82.36,2539,7143,4.266,1.448,1
6446,0.648775787,4.3461,41.43,1714,5143,4.559,0.776,1
6447,4.132522721,12.499,93.51,1628,6567,4.045,1.636,1
6450,0.938904984,5.01033,207,4278,8615,3.784,3.003,1
6451,0.93892046,2.505,0.86,2474,6826,4.273,1.391,1
6455,1.216176563,5.6963,4.06,2801,6234,3.741,2.5,1
6458,0.643002809,1.0188,39.93,2187,5681,4.315,1.036,1
6463,1.330347247,4.8178,23.86,1635,5984,4.521,0.906,1
6464,1.140132662,7.33,27.23,2610,6725,4.035,1.781,1
6475,2.56272536,2.017,0.83,1502,5475,4.118,1.374,1
6477,1.3629585,10.98,8.25,2632,6831,3.971,2.106,1
6478,3.34362248,27.1,15.93,1734,6541,4.069,1.687,1
6480,0.905685261,1.395,0.76,1899,6075,4.501,0.909,1
6482,0.790046077,4.9367,238.36,2557,6767,4.304,1.365,1
6483,1.804591783,3.83117,57.01,1726,6282,4.332,1.118,1
6484,1.400904463,0.921,1.18,1764,6366,4.472,0.979,1
6485,1.14075091,2.962,0.67,3191,8847,4.2,1.685,1
6491,1.044408447,3.633,1.17,2745,7274,4.161,1.698,1
6492,0.977045,10.14,3.07,2870,7333,4.138,1.763,1
6497,0.957476655,0.6337,2.52,2140,6312,4.338,1.122,1
6498,1.559359853,5.4449,99.96,2291,7017,4.156,1.573,1
6499,0.576272479,4.51,1.73,3398,7289,4.13,1.709,1
6500,1.60369757,7.594,0.86,2088,6919,4.29,1.413,1
6504,0.573036404,1.3176,9.97,2376,5745,4.29,1.196,1
6505,0.643171413,2.33199,47.59,2195,5899,4.387,0.989,1
6508,1.872620779,1.7607,11.97,1549,6031,4.427,1.004,1
6509,1.118507672,1.199,0.76,1681,5918,4.546,0.863,1
6513,0.94897209,3.372,1.2,2499,6680,4.203,1.474,1
6516,3.722805085,14.503,91.75,1732,5425,3.678,2.592,1
6517,1.245342201,4.434,259.92,3884,7204,3.478,4.273,1
6518,0.604755707,1.3855,1.25,1621,4841,4.593,0.743,1
6521,4.200205777,5.4877,47.31,1737,6873,4.051,1.923,1
6525,0.766473386,2.4634,42.32,1626,5297,4.594,0.722,1
6529,1.25334355,4.862,0.69,1890,5861,4.246,1.16,1
6531,1.620813157,5.7032,42.93,1732,5757,4.209,1.177,1
6543,1.9956507,3.629,1.13,2579,6763,3.756,2.6,1
6544,0.898799064,1.984,0.73,2278,6225,4.25,1.273,1
6546,2.15838799,6.675,99.89,1830,5210,3.778,1.946,1
6552,2.2127359,3.457,0.49,1528,6191,4.387,1.005,1
6553,0.776976077,1.94865,47.52,2084,5999,4.423,1.042,1
6558,0.687772085,2.55338,46.51,2097,5885,4.413,0.933,1
6559,0.843651293,2.80488,40.19,1552,5220,4.578,0.695,1
6563,1.75242244,13.7,2.34,1552,5779,4.364,0.99,1
6565,2.212877175,4.71059,68.1,1508,6153,4.405,1,1
6566,0.845102191,1.858,0.7,1601,5261,4.58,0.804,1
6569,0.676990205,1.68817,38.5,1918,5810,4.569,0.812,1
6570,0.515875396,1.21,7.22,3189,7229,4.278,1.38,1
6571,1.195516531,6.23235,76.55,1715,5780,4.438,1,1
6575,0.733726411,2.205,0.95,2602,6175,4.099,1.405,1
6576,1.28942156,3.7,0.68,1984,6450,4.337,1.143,1
6583,1.053572836,1.70636,35.21,1769,5835,4.453,0.907,1
6584,0.970085594,1.1168,18.93,4494,4800,2.681,11.308,1
6587,0.920987473,6.71,4.05,3296,7687,4.042,2.154,1
6590,0.715381717,0.189,8.01,2364,6418,4.395,1.171,1
6591,2.264471433,7.1742,102.06,2105,6782,4.014,1.752,1
6595,0.698365395,1.0916,5.51,2331,6116,4.318,1.15,1
6599,1.42877514,5.462,0.96,1738,6197,4.449,1.035,1
6601,1.106560741,2.64533,55.95,1782,6205,4.534,0.873,1
6602,0.72162443,2.47266,41.28,1603,5067,4.565,0.715,1
6605,1.267693901,3.5704,64.79,1606,5446,4.388,0.961,1
6610,0.85450941,3.723,0.35,1928,5922,4.454,0.921,1
6614,0.528808245,2.391,1.19,2906,6218,4.135,1.493,1
6615,0.700605295,0.074,2.87,2528,6273,4.23,1.327,1
6619,2.172044393,8.0998,139.1,2622,7485,3.875,2.441,1
6629,0.536869783,4.164,1.81,2645,6495,4.379,1.168,1
6631,1.574061594,5.5672,4.94,1619,5951,4.411,0.962,1
6634,0.733725042,3.291,1.07,1870,5851,4.572,0.798,1
6638,1.17033848,11.56,0.98,3272,8027,3.997,2.314,1
6641,0.566802325,1.842,1.4,1889,5233,4.489,0.824,1
6642,2.64182865,2.662,3.36,2104,5195,3.409,2.935,1
6645,2.00384998,3.489,0.78,1518,6045,4.439,1.028,1
6647,2.340536069,4.41859,69.59,1581,6300,4.349,1.136,1
6648,0.566793812,4.82,0.36,2205,5758,4.402,0.942,1
6649,0.56676353,3.834,0.56,2048,5548,4.473,0.889,1
6650,0.56678261,3.294,0.54,2071,5674,4.506,0.911,1
6652,0.566794877,4.465,1.13,2062,5804,4.553,0.85,1
6653,0.566813967,4.377,0.8,1659,4987,4.611,0.654,1
6654,0.566799218,4.227,0.79,3153,6108,3.893,1.753,1
6655,0.566799154,4.243,0.7,1886,5313,4.51,0.784,1
6656,0.56678702,3.074,0.27,2356,6045,4.375,0.999,1
6658,2.196355184,9.6875,83.97,1794,6438,4.182,1.273,1
6660,0.615787196,3.067,3.5,3886,6315,3.603,3.075,1
6662,2.213963151,6.779,57.1,1892,6256,4.037,1.514,1
6663,3.226232203,0.4022,1.01,1620,6534,4.203,1.437,1
6665,0.566800413,2.366,0.41,2446,6170,4.356,1.058,1
6666,0.566765182,5.323,0.85,2443,6388,4.442,1.037,1
6667,0.566800232,5.732,0.96,2262,6075,4.486,0.969,1
6668,0.566796339,5.058,1.98,2149,5825,4.504,0.965,1
6669,0.56678953,4.53,1.26,2430,6100,4.358,1.093,1
